id;control;cultivar;ano;Quantidade (Kg)
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1979;0
16;ti_Coleções;Coleções;1979;0
17;ti_Concord;Concord;1979;9016712
18;ti_Concordclone30;Concord clone 30;1979;0
19;ti_Couderc;Couderc;1979;5113513
20;ti_Cynthiana(1);Cynthiana(1);1979;414158
21;ti_Herbemont;Herbemont;1979;60116742
22;ti_IAC138022;IAC 138022;1979;0
23;ti_Isabel;Isabel;1979;195149198
24;ti_IsabelPrecoce;Isabel Precoce;1979;0
25;ti_Jacquez;Jacquez;1979;657846
26;ti_Kyoko;Kyoko;1979;0
27;ti_Landot;Landot;1979;39884
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1979;0
29;ti_Oberlin;Oberlin;1979;6207
30;ti_Othello;Othello;1979;3638
31;ti_Paco;Paco;1979;0
32;ti_Patricia;Patricia;1979;0
33;ti_Seibel;Seibel;1979;10776565
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1979;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1979;0
36;ti_Vênus;Vênus;1979;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1979;4786127
38;br_Baco;Baco;1979;0
39;br_Bokay;Bokay;1979;0
40;br_BRS Bibiana ;BRS Bibiana ;1979;0
41;br_BRSClara;BRS Clara;1979;0
42;br_BRSLorena;BRS Lorena;1979;0
43;br_Couderc13;Couderc 13;1979;0
44;br_Delaware;Delaware;1979;19359
45;br_DonaZillá;Dona Zillá;1979;0
46;br_DutChess;Dut Chess;1979;0
47;br_Goethe;Goethe;1979;70345
48;br_IAC;IAC;1979;0
49;br_Juliana;Juliana;1979;0
50;br_Martha;Martha;1979;7396
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1979;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1979;0
53;br_Niagara;Niagara;1979;3589475
54;br_NiagaraBranca;Niagara Branca;1979;0
55;br_NiagaraRosada;Niagara Rosada;1979;0
56;br_Poloske;Poloske;1979;0
57;br_Seleções;Seleções;1979;0
58;br_SeyveVillard;Seyve Villard;1979;1099552
59;br_SeyveVillard5276;Seyve Villard 5276;1979;0
60;br_SeyveVillard12375;Seyve Villard 12375;1979;0
61;br_TardiadeCaxias;Tardia de Caxias;1979;0
62;br_Outras;Outras(2);1979;0
1;TINTAS;TINTAS;1980;196759139
2;ti_Bacarina;Bacarina;1980;37404
3;ti_Bailey;Bailey;1980;0
4;ti_Bordo;Bordo;1980;16495642
5;ti_Bourdin (S);Bourdin (S);1980;0
6;ti_BRSCarmen;BRS Carmen;1980;0
7;ti_BRSCora;BRS Cora;1980;0
8;ti_BRS Magna;BRS Magna;1980;0
9;ti_BRS Margot;BRS Margot;1980;0
10;ti_BRSMorena;BRS Morena;1980;0
29;ti_BRS Núbia ;BRS Núbia ;1980;0
11;ti_BRS Rúbea;BRS Rúbea;1980;0
12;ti_BRSVioleta;BRS Violeta;1980;0
13;ti_BRS Vitória;BRS Vitória;1980;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1980;0
16;ti_Coleções;Coleções;1980;0
17;ti_Concord;Concord;1980;5640991
18;ti_Concordclone30;Concord clone 30;1980;0
19;ti_Couderc;Couderc;1980;4431263
20;ti_Cynthiana(1);Cynthiana(1);1980;285705
21;ti_Herbemont;Herbemont;1980;31377059
22;ti_IAC138022;IAC 138022;1980;0
23;ti_Isabel;Isabel;1980;129236559
24;ti_IsabelPrecoce;Isabel Precoce;1980;0
25;ti_Jacquez;Jacquez;1980;422025
26;ti_Kyoko;Kyoko;1980;0
27;ti_Landot;Landot;1980;36680
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1980;0
29;ti_Oberlin;Oberlin;1980;1042
30;ti_Othello;Othello;1980;37273
31;ti_Paco;Paco;1980;0
32;ti_Patricia;Patricia;1980;0
33;ti_Seibel;Seibel;1980;8757496
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1980;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1980;0
36;ti_Vênus;Vênus;1980;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1980;4360271
38;br_Baco;Baco;1980;0
39;br_Bokay;Bokay;1980;0
40;br_BRS Bibiana ;BRS Bibiana ;1980;0
41;br_BRSClara;BRS Clara;1980;0
42;br_BRSLorena;BRS Lorena;1980;0
43;br_Couderc13;Couderc 13;1980;0
44;br_Delaware;Delaware;1980;18249
45;br_DonaZillá;Dona Zillá;1980;0
46;br_DutChess;Dut Chess;1980;0
47;br_Goethe;Goethe;1980;16057
48;br_IAC;IAC;1980;0
49;br_Juliana;Juliana;1980;0
50;br_Martha;Martha;1980;980
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1980;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1980;0
53;br_Niagara;Niagara;1980;4030127
54;br_NiagaraBranca;Niagara Branca;1980;0
55;br_NiagaraRosada;Niagara Rosada;1980;0
56;br_Poloske;Poloske;1980;0
57;br_Seleções;Seleções;1980;0
58;br_SeyveVillard;Seyve Villard;1980;294858
59;br_SeyveVillard5276;Seyve Villard 5276;1980;0
60;br_SeyveVillard12375;Seyve Villard 12375;1980;0
61;br_TardiadeCaxias;Tardia de Caxias;1980;0
62;br_Outras;Outras(2);1980;0
1;TINTAS;TINTAS;1981;290765867
2;ti_Bacarina;Bacarina;1981;37893
3;ti_Bailey;Bailey;1981;0
4;ti_Bordo;Bordo;1981;20525530
5;ti_Bourdin (S);Bourdin (S);1981;0
6;ti_BRSCarmen;BRS Carmen;1981;0
7;ti_BRSCora;BRS Cora;1981;0
8;ti_BRS Magna;BRS Magna;1981;0
9;ti_BRS Margot;BRS Margot;1981;0
10;ti_BRSMorena;BRS Morena;1981;0
29;ti_BRS Núbia ;BRS Núbia ;1981;0
11;ti_BRS Rúbea;BRS Rúbea;1981;0
12;ti_BRSVioleta;BRS Violeta;1981;0
13;ti_BRS Vitória;BRS Vitória;1981;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1981;0
16;ti_Coleções;Coleções;1981;0
17;ti_Concord;Concord;1981;10751352
18;ti_Concordclone30;Concord clone 30;1981;0
19;ti_Couderc;Couderc;1981;4779453
20;ti_Cynthiana(1);Cynthiana(1);1981;388118
21;ti_Herbemont;Herbemont;1981;48717399
22;ti_IAC138022;IAC 138022;1981;0
23;ti_Isabel;Isabel;1981;191757135
24;ti_IsabelPrecoce;Isabel Precoce;1981;0
25;ti_Jacquez;Jacquez;1981;553100
26;ti_Kyoko;Kyoko;1981;0
27;ti_Landot;Landot;1981;38773
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1981;0
29;ti_Oberlin;Oberlin;1981;3428
30;ti_Othello;Othello;1981;25750
31;ti_Paco;Paco;1981;0
32;ti_Patricia;Patricia;1981;0
33;ti_Seibel;Seibel;1981;13187936
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1981;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1981;0
36;ti_Vênus;Vênus;1981;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1981;7412211
38;br_Baco;Baco;1981;0
39;br_Bokay;Bokay;1981;0
40;br_BRS Bibiana ;BRS Bibiana ;1981;0
41;br_BRSClara;BRS Clara;1981;0
42;br_BRSLorena;BRS Lorena;1981;0
43;br_Couderc13;Couderc 13;1981;0
44;br_Delaware;Delaware;1981;4630
45;br_DonaZillá;Dona Zillá;1981;0
46;br_DutChess;Dut Chess;1981;0
47;br_Goethe;Goethe;1981;72134
48;br_IAC;IAC;1981;0
49;br_Juliana;Juliana;1981;0
50;br_Martha;Martha;1981;1041
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1981;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1981;0
53;br_Niagara;Niagara;1981;6714199
54;br_NiagaraBranca;Niagara Branca;1981;0
55;br_NiagaraRosada;Niagara Rosada;1981;0
56;br_Poloske;Poloske;1981;0
57;br_Seleções;Seleções;1981;0
58;br_SeyveVillard;Seyve Villard;1981;620207
59;br_SeyveVillard5276;Seyve Villard 5276;1981;0
60;br_SeyveVillard12375;Seyve Villard 12375;1981;0
61;br_TardiadeCaxias;Tardia de Caxias;1981;0
62;br_Outras;Outras(2);1981;0
1;TINTAS;TINTAS;1982;341083460
2;ti_Bacarina;Bacarina;1982;0
3;ti_Bailey;Bailey;1982;0
4;ti_Bordo;Bordo;1982;26385123
5;ti_Bourdin (S);Bourdin (S);1982;0
6;ti_BRSCarmen;BRS Carmen;1982;0
7;ti_BRSCora;BRS Cora;1982;0
8;ti_BRS Magna;BRS Magna;1982;0
9;ti_BRS Margot;BRS Margot;1982;0
10;ti_BRSMorena;BRS Morena;1982;0
29;ti_BRS Núbia ;BRS Núbia ;1982;0
11;ti_BRS Rúbea;BRS Rúbea;1982;0
12;ti_BRSVioleta;BRS Violeta;1982;0
13;ti_BRS Vitória;BRS Vitória;1982;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1982;0
16;ti_Coleções;Coleções;1982;0
17;ti_Concord;Concord;1982;11470646
18;ti_Concordclone30;Concord clone 30;1982;0
19;ti_Couderc;Couderc;1982;6234132
20;ti_Cynthiana(1);Cynthiana(1);1982;400575
21;ti_Herbemont;Herbemont;1982;48220049
22;ti_IAC138022;IAC 138022;1982;0
23;ti_Isabel;Isabel;1982;237185186
24;ti_IsabelPrecoce;Isabel Precoce;1982;0
25;ti_Jacquez;Jacquez;1982;796363
26;ti_Kyoko;Kyoko;1982;0
27;ti_Landot;Landot;1982;30617
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1982;0
29;ti_Oberlin;Oberlin;1982;5723
30;ti_Othello;Othello;1982;37730
31;ti_Paco;Paco;1982;0
32;ti_Patricia;Patricia;1982;0
33;ti_Seibel;Seibel;1982;10317316
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1982;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1982;0
36;ti_Vênus;Vênus;1982;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1982;13716818
38;br_Baco;Baco;1982;319
39;br_Bokay;Bokay;1982;0
40;br_BRS Bibiana ;BRS Bibiana ;1982;0
41;br_BRSClara;BRS Clara;1982;0
42;br_BRSLorena;BRS Lorena;1982;0
43;br_Couderc13;Couderc 13;1982;0
44;br_Delaware;Delaware;1982;23875
45;br_DonaZillá;Dona Zillá;1982;0
46;br_DutChess;Dut Chess;1982;0
47;br_Goethe;Goethe;1982;68360
48;br_IAC;IAC;1982;0
49;br_Juliana;Juliana;1982;0
50;br_Martha;Martha;1982;3567
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1982;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1982;0
53;br_Niagara;Niagara;1982;9863766
54;br_NiagaraBranca;Niagara Branca;1982;0
55;br_NiagaraRosada;Niagara Rosada;1982;0
56;br_Poloske;Poloske;1982;0
57;br_Seleções;Seleções;1982;0
58;br_SeyveVillard;Seyve Villard;1982;3756931
59;br_SeyveVillard5276;Seyve Villard 5276;1982;0
60;br_SeyveVillard12375;Seyve Villard 12375;1982;0
61;br_TardiadeCaxias;Tardia de Caxias;1982;0
62;br_Outras;Outras(2);1982;0
1;TINTAS;TINTAS;1983;170165573
2;ti_Bacarina;Bacarina;1983;46640
3;ti_Bailey;Bailey;1983;0
4;ti_Bordo;Bordo;1983;14872674
5;ti_Bourdin (S);Bourdin (S);1983;0
6;ti_BRSCarmen;BRS Carmen;1983;0
7;ti_BRSCora;BRS Cora;1983;0
8;ti_BRS Magna;BRS Magna;1983;0
9;ti_BRS Margot;BRS Margot;1983;0
10;ti_BRSMorena;BRS Morena;1983;0
29;ti_BRS Núbia ;BRS Núbia ;1983;0
11;ti_BRS Rúbea;BRS Rúbea;1983;0
12;ti_BRSVioleta;BRS Violeta;1983;0
13;ti_BRS Vitória;BRS Vitória;1983;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1983;0
16;ti_Coleções;Coleções;1983;0
17;ti_Concord;Concord;1983;6864134
18;ti_Concordclone30;Concord clone 30;1983;0
19;ti_Couderc;Couderc;1983;4643069
20;ti_Cynthiana(1);Cynthiana(1);1983;172523
21;ti_Herbemont;Herbemont;1983;26085982
22;ti_IAC138022;IAC 138022;1983;0
23;ti_Isabel;Isabel;1983;108170744
24;ti_IsabelPrecoce;Isabel Precoce;1983;0
25;ti_Jacquez;Jacquez;1983;427037
26;ti_Kyoko;Kyoko;1983;0
27;ti_Landot;Landot;1983;10195
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1983;0
29;ti_Oberlin;Oberlin;1983;767
30;ti_Othello;Othello;1983;10513
31;ti_Paco;Paco;1983;0
32;ti_Patricia;Patricia;1983;0
33;ti_Seibel;Seibel;1983;8861295
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1983;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1983;0
36;ti_Vênus;Vênus;1983;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1983;9046967
38;br_Baco;Baco;1983;0
39;br_Bokay;Bokay;1983;0
40;br_BRS Bibiana ;BRS Bibiana ;1983;0
41;br_BRSClara;BRS Clara;1983;0
42;br_BRSLorena;BRS Lorena;1983;0
43;br_Couderc13;Couderc 13;1983;322338
44;br_Delaware;Delaware;1983;0
45;br_DonaZillá;Dona Zillá;1983;0
46;br_DutChess;Dut Chess;1983;0
47;br_Goethe;Goethe;1983;130894
48;br_IAC;IAC;1983;0
49;br_Juliana;Juliana;1983;0
50;br_Martha;Martha;1983;1920
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1983;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1983;0
53;br_Niagara;Niagara;1983;4496756
54;br_NiagaraBranca;Niagara Branca;1983;0
55;br_NiagaraRosada;Niagara Rosada;1983;0
56;br_Poloske;Poloske;1983;0
57;br_Seleções;Seleções;1983;0
58;br_SeyveVillard;Seyve Villard;1983;4095059
59;br_SeyveVillard5276;Seyve Villard 5276;1983;0
60;br_SeyveVillard12375;Seyve Villard 12375;1983;0
61;br_TardiadeCaxias;Tardia de Caxias;1983;0
62;br_Outras;Outras(2);1983;0
1;TINTAS;TINTAS;1984;261019229
2;ti_Bacarina;Bacarina;1984;46767
3;ti_Bailey;Bailey;1984;0
4;ti_Bordo;Bordo;1984;22146292
5;ti_Bourdin (S);Bourdin (S);1984;0
6;ti_BRSCarmen;BRS Carmen;1984;0
7;ti_BRSCora;BRS Cora;1984;0
8;ti_BRS Magna;BRS Magna;1984;0
9;ti_BRS Margot;BRS Margot;1984;0
10;ti_BRSMorena;BRS Morena;1984;0
29;ti_BRS Núbia ;BRS Núbia ;1984;0
11;ti_BRS Rúbea;BRS Rúbea;1984;0
12;ti_BRSVioleta;BRS Violeta;1984;0
13;ti_BRS Vitória;BRS Vitória;1984;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1984;0
16;ti_Coleções;Coleções;1984;0
17;ti_Concord;Concord;1984;8550370
18;ti_Concordclone30;Concord clone 30;1984;0
19;ti_Couderc;Couderc;1984;5544207
20;ti_Cynthiana(1);Cynthiana(1);1984;553285
21;ti_Herbemont;Herbemont;1984;44313715
22;ti_IAC138022;IAC 138022;1984;0
23;ti_Isabel;Isabel;1984;166802020
24;ti_IsabelPrecoce;Isabel Precoce;1984;0
25;ti_Jacquez;Jacquez;1984;807228
26;ti_Kyoko;Kyoko;1984;0
27;ti_Landot;Landot;1984;8774
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1984;0
29;ti_Oberlin;Oberlin;1984;0
30;ti_Othello;Othello;1984;0
31;ti_Paco;Paco;1984;0
32;ti_Patricia;Patricia;1984;0
33;ti_Seibel;Seibel;1984;12246571
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1984;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1984;0
36;ti_Vênus;Vênus;1984;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1984;14368810
38;br_Baco;Baco;1984;0
39;br_Bokay;Bokay;1984;0
40;br_BRS Bibiana ;BRS Bibiana ;1984;0
41;br_BRSClara;BRS Clara;1984;0
42;br_BRSLorena;BRS Lorena;1984;0
43;br_Couderc13;Couderc 13;1984;589380
44;br_Delaware;Delaware;1984;0
45;br_DonaZillá;Dona Zillá;1984;0
46;br_DutChess;Dut Chess;1984;0
47;br_Goethe;Goethe;1984;169402
48;br_IAC;IAC;1984;0
49;br_Juliana;Juliana;1984;0
50;br_Martha;Martha;1984;16321
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1984;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1984;0
53;br_Niagara;Niagara;1984;8308736
54;br_NiagaraBranca;Niagara Branca;1984;0
55;br_NiagaraRosada;Niagara Rosada;1984;0
56;br_Poloske;Poloske;1984;0
57;br_Seleções;Seleções;1984;0
58;br_SeyveVillard;Seyve Villard;1984;5284971
59;br_SeyveVillard5276;Seyve Villard 5276;1984;0
60;br_SeyveVillard12375;Seyve Villard 12375;1984;0
61;br_TardiadeCaxias;Tardia de Caxias;1984;0
62;br_Outras;Outras(2);1984;0
1;TINTAS;TINTAS;1985;385216611
2;ti_Bacarina;Bacarina;1985;55878
3;ti_Bailey;Bailey;1985;0
4;ti_Bordo;Bordo;1985;36787283
5;ti_Bourdin (S);Bourdin (S);1985;0
6;ti_BRSCarmen;BRS Carmen;1985;0
7;ti_BRSCora;BRS Cora;1985;0
8;ti_BRS Magna;BRS Magna;1985;0
9;ti_BRS Margot;BRS Margot;1985;0
10;ti_BRSMorena;BRS Morena;1985;0
29;ti_BRS Núbia ;BRS Núbia ;1985;0
11;ti_BRS Rúbea;BRS Rúbea;1985;0
12;ti_BRSVioleta;BRS Violeta;1985;0
13;ti_BRS Vitória;BRS Vitória;1985;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1985;0
16;ti_Coleções;Coleções;1985;0
17;ti_Concord;Concord;1985;17270192
18;ti_Concordclone30;Concord clone 30;1985;0
19;ti_Couderc;Couderc;1985;7341937
20;ti_Cynthiana(1);Cynthiana(1);1985;467677
21;ti_Herbemont;Herbemont;1985;47677634
22;ti_IAC138022;IAC 138022;1985;0
23;ti_Isabel;Isabel;1985;261311720
24;ti_IsabelPrecoce;Isabel Precoce;1985;0
25;ti_Jacquez;Jacquez;1985;883337
26;ti_Kyoko;Kyoko;1985;0
27;ti_Landot;Landot;1985;21485
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1985;0
29;ti_Oberlin;Oberlin;1985;177
30;ti_Othello;Othello;1985;4862
31;ti_Paco;Paco;1985;0
32;ti_Patricia;Patricia;1985;0
33;ti_Seibel;Seibel;1985;13394429
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1985;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1985;0
36;ti_Vênus;Vênus;1985;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1985;21256077
38;br_Baco;Baco;1985;1688
39;br_Bokay;Bokay;1985;0
40;br_BRS Bibiana ;BRS Bibiana ;1985;0
41;br_BRSClara;BRS Clara;1985;0
42;br_BRSLorena;BRS Lorena;1985;0
43;br_Couderc13;Couderc 13;1985;906354
44;br_Delaware;Delaware;1985;0
45;br_DonaZillá;Dona Zillá;1985;0
46;br_DutChess;Dut Chess;1985;0
47;br_Goethe;Goethe;1985;301062
48;br_IAC;IAC;1985;0
49;br_Juliana;Juliana;1985;0
50;br_Martha;Martha;1985;9096
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1985;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1985;0
53;br_Niagara;Niagara;1985;14685699
54;br_NiagaraBranca;Niagara Branca;1985;0
55;br_NiagaraRosada;Niagara Rosada;1985;0
56;br_Poloske;Poloske;1985;0
57;br_Seleções;Seleções;1985;0
58;br_SeyveVillard;Seyve Villard;1985;5234899
59;br_SeyveVillard5276;Seyve Villard 5276;1985;0
60;br_SeyveVillard12375;Seyve Villard 12375;1985;117279
61;br_TardiadeCaxias;Tardia de Caxias;1985;0
62;br_Outras;Outras(2);1985;0
1;TINTAS;TINTAS;1986;225069529
2;ti_Bacarina;Bacarina;1986;26538
3;ti_Bailey;Bailey;1986;0
4;ti_Bordo;Bordo;1986;23956474
5;ti_Bourdin (S);Bourdin (S);1986;0
6;ti_BRSCarmen;BRS Carmen;1986;0
7;ti_BRSCora;BRS Cora;1986;0
8;ti_BRS Magna;BRS Magna;1986;0
9;ti_BRS Margot;BRS Margot;1986;0
10;ti_BRSMorena;BRS Morena;1986;0
29;ti_BRS Núbia ;BRS Núbia ;1986;0
11;ti_BRS Rúbea;BRS Rúbea;1986;0
12;ti_BRSVioleta;BRS Violeta;1986;0
13;ti_BRS Vitória;BRS Vitória;1986;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1986;0
16;ti_Coleções;Coleções;1986;0
17;ti_Concord;Concord;1986;8864661
18;ti_Concordclone30;Concord clone 30;1986;0
19;ti_Couderc;Couderc;1986;5474248
20;ti_Cynthiana(1);Cynthiana(1);1986;304481
21;ti_Herbemont;Herbemont;1986;29438543
22;ti_IAC138022;IAC 138022;1986;0
23;ti_Isabel;Isabel;1986;148440133
24;ti_IsabelPrecoce;Isabel Precoce;1986;0
25;ti_Jacquez;Jacquez;1986;608629
26;ti_Kyoko;Kyoko;1986;0
27;ti_Landot;Landot;1986;5953
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1986;0
29;ti_Oberlin;Oberlin;1986;4770
30;ti_Othello;Othello;1986;4488
31;ti_Paco;Paco;1986;0
32;ti_Patricia;Patricia;1986;0
33;ti_Seibel;Seibel;1986;7940611
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1986;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1986;0
36;ti_Vênus;Vênus;1986;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1986;14188471
38;br_Baco;Baco;1986;0
39;br_Bokay;Bokay;1986;0
40;br_BRS Bibiana ;BRS Bibiana ;1986;0
41;br_BRSClara;BRS Clara;1986;0
42;br_BRSLorena;BRS Lorena;1986;0
43;br_Couderc13;Couderc 13;1986;982883
44;br_Delaware;Delaware;1986;0
45;br_DonaZillá;Dona Zillá;1986;0
46;br_DutChess;Dut Chess;1986;0
47;br_Goethe;Goethe;1986;363437
48;br_IAC;IAC;1986;0
49;br_Juliana;Juliana;1986;0
50;br_Martha;Martha;1986;1155
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1986;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1986;0
53;br_Niagara;Niagara;1986;9191120
54;br_NiagaraBranca;Niagara Branca;1986;0
55;br_NiagaraRosada;Niagara Rosada;1986;0
56;br_Poloske;Poloske;1986;0
57;br_Seleções;Seleções;1986;0
58;br_SeyveVillard;Seyve Villard;1986;3649876
59;br_SeyveVillard5276;Seyve Villard 5276;1986;0
60;br_SeyveVillard12375;Seyve Villard 12375;1986;0
61;br_TardiadeCaxias;Tardia de Caxias;1986;0
62;br_Outras;Outras(2);1986;0
1;TINTAS;TINTAS;1987;218625428
2;ti_Bacarina;Bacarina;1987;40547
3;ti_Bailey;Bailey;1987;0
4;ti_Bordo;Bordo;1987;22318163
5;ti_Bourdin (S);Bourdin (S);1987;0
6;ti_BRSCarmen;BRS Carmen;1987;0
7;ti_BRSCora;BRS Cora;1987;0
8;ti_BRS Magna;BRS Magna;1987;0
9;ti_BRS Margot;BRS Margot;1987;0
10;ti_BRSMorena;BRS Morena;1987;0
29;ti_BRS Núbia ;BRS Núbia ;1987;0
11;ti_BRS Rúbea;BRS Rúbea;1987;0
12;ti_BRSVioleta;BRS Violeta;1987;0
13;ti_BRS Vitória;BRS Vitória;1987;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1987;0
16;ti_Coleções;Coleções;1987;0
17;ti_Concord;Concord;1987;11047563
18;ti_Concordclone30;Concord clone 30;1987;0
19;ti_Couderc;Couderc;1987;6244818
20;ti_Cynthiana(1);Cynthiana(1);1987;286589
21;ti_Herbemont;Herbemont;1987;29335178
22;ti_IAC138022;IAC 138022;1987;0
23;ti_Isabel;Isabel;1987;140066153
24;ti_IsabelPrecoce;Isabel Precoce;1987;0
25;ti_Jacquez;Jacquez;1987;532204
26;ti_Kyoko;Kyoko;1987;0
27;ti_Landot;Landot;1987;3078
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1987;0
29;ti_Oberlin;Oberlin;1987;85
30;ti_Othello;Othello;1987;3295
31;ti_Paco;Paco;1987;0
32;ti_Patricia;Patricia;1987;0
33;ti_Seibel;Seibel;1987;8747755
34;ti_Seibel2(seibeleto);Seibel 2 (seibeleto);1987;0
35;ti_SeyveWillard(Tinta);Seyve Willard (Tinta);1987;0
36;ti_Vênus;Vênus;1987;0
37;BRANCASEROSADAS;BRANCAS E ROSADAS;1987;17527966
38;br_Baco;Baco;1987;0
39;br_Bokay;Bokay;1987;0
40;br_BRS Bibiana ;BRS Bibiana ;1987;0
41;br_BRSClara;BRS Clara;1987;0
42;br_BRSLorena;BRS Lorena;1987;0
43;br_Couderc13;Couderc 13;1987;1977492
44;br_Delaware;Delaware;1987;0
45;br_DonaZillá;Dona Zillá;1987;0
46;br_DutChess;Dut Chess;1987;0
47;br_Goethe;Goethe;1987;178750
48;br_IAC;IAC;1987;0
49;br_Juliana;Juliana;1987;0
50;br_Martha;Martha;1987;3200
51;br_Mistura de uvas americanas;Mistura de uvas americanas;1987;0
52;br_MoscatoEmbrapa;Moscato Embrapa;1987;0
53;br_Niagara;Niagara;1987;12590860
54;br_NiagaraBranca;Niagara Branca;1987;0
55;br_NiagaraRosada;Niagara Rosada;1987;0
56;br_Poloske;Poloske;1987;0
57;br_Seleções;Seleções;1987;0
58;br_SeyveVillard;Seyve Villard;1987;2777664
59;br_SeyveVillard5276;Seyve Villard 5276;1987;0
60;br_SeyveVillard12375;Seyve Villard 12375;1987;0
61;br_TardiadeCaxias;Tardia de Caxias;1987;0
62;br_Outras;Outras(2);1987;0
1;TINTAS;TINTAS;1988;359389651
2;ti_Bacarina;Bacarina;1988;0
3;ti_Bailey;Bailey;1988;0
4;ti_Bordo;Bordo;1988;34047360
5;ti_Bourdin (S);Bourdin (S);1988;0
6;ti_BRSCarmen;BRS Carmen;1988;0
7;ti_BRSCora;BRS Cora;1988;0
8;ti_BRS Magna;BRS Magna;1988;0
9;ti_BRS Margot;BRS Margot;1988;0
10;ti_BRSMorena;BRS Morena;1988;0
29;ti_BRS Núbia ;BRS Núbia ;1988;0
11;ti_BRS Rúbea;BRS Rúbea;1988;0
12;ti_BRSVioleta;BRS Violeta;1988;0
13;ti_BRS Vitória;BRS Vitória;1988;0
15;ti_Champagnon(Champanheta);Champagnon (Champanheta);1988;0
16;ti_Coleções;Coleções;1988;0
17;ti_Concord;Concord;1988;16295035
18;ti_Concordclone30;Concord clone 30;1988;0
19;ti_Couderc;Couderc;1988;6141396
20;ti_Cynthiana(1);Cynthiana(1);1988;397685
21;ti_Herbemont;Herbemont;1988;46197631
22;ti_IAC138022;IAC 138022;1988;0
23;ti_Isabel;Isabel;1988;235678802
24;ti_IsabelPrecoce;Isabel Precoce;1988;0
25;ti_Jacquez;Jacquez;1988;841551
26;ti_Kyoko;Kyoko;1988;0
27;ti_Landot;Landot;1988;8728
28;ti_Mistura de uvas americanas tinto;Mistura de uvas americanas tinto;1988;0
29;ti_Oberlin;Oberlin;1988;460
30;ti_Othello;Othello;1988;91992
31;ti_Paco;Paco;1988;0
32;ti_Patricia;Patricia;1988;0
